Brand,model,Year,kmDriven,Transmission,Owner,FuelType,AskPrice,km_per_year
Mahindra,Thar,2021,66000.0,Manual,first,Diesel,1425000,13200.0
Volvo,V40 Cross Country,2016,75000.0,Automatic,first,Petrol,1375000,7500.0
MG,Hector,2019,71000.0,Manual,first,Diesel,1275000,10142.857142857143
Audi,A6,2011,51000.0,Automatic,second,Petrol,1350000,3400.0
Maruti Suzuki,Alto-K10,2015,75000.0,Automatic,second,Petrol,310000,6818.181818181818
Hyundai,Elite i20,2018,39500.0,Manual,first,Petrol,545000,4937.5
Renault,Captur,2018,120000.0,Manual,first,Diesel,800000,15000.0
Toyota,Innova,2016,,Manual,second,Diesel,860000,
Volkswagen,Passat,2012,68900.0,Automatic,second,Diesel,555000,4921.428571428572
Mercedes-Benz,E-Class,2017,68000.0,Automatic,first,Diesel,3090000,7555.555555555556
Ford,Ecosport,2015,80000.0,Automatic,second,Petrol,465000,7272.727272727273
Maruti Suzuki,Alto-K10,2019,62000.0,Manual,first,Petrol,360000,8857.142857142857
Hyundai,Venue,2022,55000.0,Manual,first,Diesel,1250000,13750.0
Volkswagen,Polo,2015,60000.0,Manual,second,Petrol,460000,5454.545454545455
Toyota,Innova Crysta,2017,34000.0,Manual,first,Diesel,1395000,3777.777777777778
Jeep,Compass,2017,49000.0,Automatic,first,Petrol,1151111,5444.444444444444
Hyundai,i20,2016,36000.0,Manual,second,Petrol,450000,3600.0
Mahindra,KUV 100,2016,85000.0,Manual,second,Diesel,320000,8500.0
Mahindra,Bolero Neo,2023,35000.0,Automatic,second,Diesel,1050000,11666.666666666666
Honda,Amaze,2015,160000.0,Manual,second,Diesel,275000,14545.454545454546
Maruti Suzuki,Swift,2010,141000.0,Manual,second,Diesel,330000,8812.5
Land Rover,Range Rover,2012,23100.0,Automatic,second,Diesel,4795000,1650.0
Hyundai,Verna,2014,100000.0,Manual,first,Petrol,950000,8333.333333333334
Hyundai,Elantra,2016,88000.0,Manual,second,Diesel,860000,8800.0
Porsche,Macan,2023,5100.0,Automatic,first,Petrol,8900000,1700.0
Maruti Suzuki,Ciaz,2017,76000.0,Manual,second,Petrol,480000,8444.444444444445
BMW,X3,2019,50000.0,Automatic,second,Diesel,4000000,7142.857142857143
Mercedes-Benz,M-Class,2014,48000.0,Automatic,first,Diesel,1745000,4000.0
Mahindra,XUV700,2024,16666.0,Automatic,first,Diesel,2599999,8333.0
Skoda,Kushaq,2022,38917.0,Manual,first,Petrol,1225000,9729.25
Maruti Suzuki,Baleno,2016,55000.0,Automatic,first,Petrol,655000,5500.0
Nissan,Terrano,2015,84000.0,Manual,second,Diesel,500000,7636.363636363636
Hyundai,Elantra,2014,120000.0,Automatic,second,Diesel,550000,10000.0
Maruti Suzuki,Ertiga,2022,8638.0,Manual,first,Petrol,1150000,2159.5
Maruti Suzuki,Swift Dzire,2013,62000.0,Manual,second,Petrol,350000,4769.2307692307695
Honda,Amaze,2014,86131.0,Manual,second,Diesel,300000,7177.583333333333
Maruti Suzuki,Swift,2021,29000.0,Automatic,first,Petrol,765000,5800.0
MG,ASTOR,2024,260.0,Manual,first,Petrol,1495000,130.0
Hyundai,Verna,2023,15120.0,Automatic,first,Petrol,1550000,5040.0
Tata,Altroz,2021,21000.0,Manual,second,Petrol,535000,4200.0
MG,Hector Plus,2022,11000.0,Automatic,first,Petrol,1850000,2750.0
Maruti Suzuki,Ciaz,2017,63000.0,Manual,first,Petrol,750000,7000.0
Skoda,Rapid,2021,41189.0,Automatic,first,Petrol,1225000,8237.8
Mahindra,Scorpio-N,2022,20000.0,Manual,first,Diesel,1945000,5000.0
Mercedes-Benz,C-Class,2011,64000.0,Automatic,second,Diesel,975000,4266.666666666667
Kia,Seltos,2020,62500.0,Manual,first,Diesel,945000,10416.666666666666
Toyota,Innova,2012,121000.0,Manual,first,Diesel,400000,8642.857142857143
Maruti Suzuki,Swift,2018,38000.0,Manual,second,Petrol,480000,4750.0
Mahindra,Thar,2021,30000.0,Automatic,first,Diesel,1540000,6000.0
Maruti Suzuki,Swift-Dzire-Tour,2010,130000.0,Manual,second,Diesel,260000,8125.0
Maruti Suzuki,Wagon-R,2021,71000.0,Manual,first,Petrol,475000,14200.0
Hyundai,Creta,2023,4800.0,Automatic,second,Diesel,1950000,1600.0
Maruti Suzuki,Baleno,2017,59000.0,Manual,first,Petrol,515000,6555.555555555556
Honda,City,2011,75875.0,Automatic,second,Petrol,295000,5058.333333333333
Kia,Seltos,2020,109000.0,Manual,first,Diesel,975000,18166.666666666668
Mercedes-Benz,E-Class,2006,92000.0,Automatic,second,Diesel,500000,4600.0
Jaguar,XF,2014,41000.0,Automatic,second,Diesel,2525000,3416.6666666666665
Maruti Suzuki,XL6,2022,76000.0,Manual,first,Petrol,1000000,19000.0
Mini,Cooper 3 DOOR,2020,12000.0,Automatic,first,Petrol,4450000,2000.0
Hyundai,Verna,2016,81982.0,Automatic,first,Diesel,695000,8198.2
Mahindra,Xylo,2010,51258.0,Manual,first,Diesel,199000,3203.625
Mahindra,Scorpio,2017,59000.0,Manual,first,Diesel,850000,6555.555555555556
Mercedes-Benz,S-Class,2018,39000.0,Automatic,second,Diesel,5950000,4875.0
Maruti Suzuki,Ertiga,2021,38000.0,Automatic,first,Petrol,1155000,7600.0
Maruti Suzuki,Swift,2024,6000.0,Automatic,first,Petrol,1150000,3000.0
BMW,3 Series,2016,53000.0,Automatic,second,Diesel,1399000,5300.0
BMW,3 Series GT,2014,99000.0,Automatic,second,Diesel,1750000,8250.0
Mercedes-Benz,E-Class,2012,73595.0,Automatic,second,Petrol,699000,5256.785714285715
Hyundai,Grand i10,2018,51000.0,Manual,first,Petrol,475000,6375.0
Hyundai,Verna,2018,57546.0,Automatic,first,Petrol,849999,7193.25
Mercedes-Benz,C-Class,2016,96000.0,Automatic,second,Diesel,2300000,9600.0
BMW,6 Series GT,2018,21000.0,Automatic,second,Petrol,4500000,2625.0
Maruti Suzuki,Swift,2018,48000.0,Automatic,second,Petrol,535000,6000.0
Volkswagen,VentoTest,2011,22000.0,Manual,first,Petrol,299999,1466.6666666666667
Toyota,Fortuner,2021,40000.0,Automatic,first,Diesel,4100000,8000.0
Maruti Suzuki,XL6,2021,22864.0,Automatic,first,Petrol,1095000,4572.8
Maruti Suzuki,Vitara-Brezza,2017,64000.0,Manual,first,Diesel,585000,7111.111111111111
Hyundai,Grand i10,2013,88000.0,Manual,first,Diesel,410000,6769.2307692307695
Ford,Figo,2011,30000.0,Manual,second,Petrol,149000,2000.0
Hyundai,Grand i10 Nios,2020,33145.0,Manual,first,Petrol,600000,5524.166666666667
Skoda,Rapid,2011,60000.0,Manual,first,Petrol,220000,4000.0
Jeep,Compass,2017,61000.0,Manual,second,Diesel,1150000,6777.777777777777
Maruti Suzuki,Ertiga,2014,120000.0,Automatic,second,Diesel,425000,10000.0
Mahindra,XUV500,2016,87000.0,Manual,first,Diesel,1050000,8700.0
Hyundai,Venue,2022,38000.0,Manual,first,Petrol,1040000,9500.0
Jeep,Compass,2017,55000.0,Automatic,second,Petrol,1011000,6111.111111111111
Hyundai,Creta,2019,35000.0,Manual,first,Diesel,1145000,5000.0
Honda,City,2011,82000.0,Automatic,second,Petrol,299000,5466.666666666667
Toyota,Innova Crysta,2019,65000.0,Automatic,first,Diesel,1400000,9285.714285714286
Renault,Duster,2015,90000.0,Manual,first,Diesel,575000,8181.818181818182
Mercedes-Benz,E-Class,2020,49000.0,Automatic,first,Petrol,4800000,8166.666666666667
Mercedes-Benz,S-Class,2019,29000.0,Automatic,second,Diesel,9500000,4142.857142857143
Honda,City,2023,9500.0,Automatic,first,Petrol,1475000,3166.6666666666665
Renault,Duster,2013,86250.0,Manual,first,Diesel,290000,6634.615384615385
Honda,City ZX,2024,,Automatic,first,Petrol,1550000,
Toyota,Innova Crysta,2016,190000.0,Manual,first,Diesel,1650000,19000.0
Volkswagen,Ameo,2017,80000.0,Manual,first,Diesel,475000,8888.888888888889
Hyundai,Creta,2021,96000.0,Automatic,first,Diesel,1700000,19200.0
BMW,7 Series,2016,40000.0,Automatic,first,Diesel,2150000,4000.0
Maruti Suzuki,XL6,2019,65000.0,Manual,first,Petrol,925000,9285.714285714286
Maruti Suzuki,Swift,2010,29000.0,Manual,first,Petrol,150000,1812.5
Hyundai,i10,2013,40000.0,Automatic,second,Petrol,200000,3076.923076923077
Mahindra,Scorpio,2010,65000.0,Manual,second,Diesel,290000,4062.5
Maruti Suzuki,Celerio,2018,38000.0,Automatic,second,Petrol,380000,4750.0
Maruti Suzuki,Wagon-R,2015,66000.0,Automatic,second,Petrol,260000,6000.0
Maruti Suzuki,Ciaz,2019,29000.0,Manual,first,Petrol,850000,4142.857142857143
Toyota,Fortuner,2016,90000.0,Manual,second,Diesel,1545000,9000.0
Toyota,Innova Hycross,2023,14100.0,Automatic,first,Petrol,2844000,4700.0
Hyundai,Creta,2015,88000.0,Manual,second,Diesel,750000,8000.0
Maruti Suzuki,Swift Dzire,2016,49000.0,Automatic,second,Petrol,599000,4900.0
Maruti Suzuki,Celerio,2016,36000.0,Automatic,first,Petrol,399999,3600.0
Honda,Jazz,2011,61000.0,Manual,second,Petrol,225000,4066.6666666666665
Hyundai,Grand i10,2018,62000.0,Manual,second,Petrol,375000,7750.0
Hyundai,Creta,2022,19000.0,Automatic,first,Diesel,2290000,4750.0
Mercedes-Benz,CLA,2019,28370.0,Automatic,first,Diesel,1999999,4052.8571428571427
Ford,Endeavour,2016,86000.0,Automatic,first,Diesel,1825000,8600.0
Hyundai,i10,2011,68000.0,Manual,second,Petrol,230000,4533.333333333333
Ford,Ecosport,2019,54000.0,Manual,first,Diesel,810000,7714.285714285715
Hyundai,i20,2010,72000.0,Automatic,second,Petrol,275000,4500.0
Renault,Triber,2020,59000.0,Manual,first,Petrol,675000,9833.333333333334
Hyundai,Santro Xing,2009,69000.0,Manual,second,Petrol,160000,4058.823529411765
Skoda,Rapid,2015,59000.0,Automatic,second,Petrol,550000,5363.636363636364
Hyundai,Santa Fe,2016,64200.0,Automatic,first,Diesel,1175000,6420.0
Audi,A4,2015,53000.0,Automatic,second,Diesel,1750000,4818.181818181818
Hyundai,Santro Xing,2010,,Automatic,second,Petrol,120000,
Audi,A6,2016,40000.0,Automatic,first,Diesel,1595000,4000.0
Maruti Suzuki,Eeco,2011,53750.0,Manual,first,Petrol,155000,3583.3333333333335
Kia,Seltos,2022,15000.0,Automatic,first,Petrol,1800000,3750.0
Maruti Suzuki,Wagon-R,2011,75000.0,Manual,second,Petrol,245000,5000.0
Maruti Suzuki,Omni,2010,88000.0,Manual,second,Petrol,95000,5500.0
Audi,Q5,2018,110000.0,Automatic,first,Diesel,2299000,13750.0
BMW,5 Series,2013,76064.0,Automatic,second,Diesel,1425000,5851.076923076923
BMW,5 Series,2018,41000.0,Automatic,second,Diesel,2990000,5125.0
Mahindra,XUV700,2022,6789.0,Automatic,first,Diesel,2000000,1697.25
Toyota,2.8 Legender 4X2,2021,63000.0,Automatic,first,Diesel,4250000,12600.0
Hyundai,Creta,2018,84000.0,Manual,second,Diesel,1075000,10500.0
Hyundai,Grand i10,2017,50523.0,Manual,second,Petrol,370000,5613.666666666667
Mercedes-Benz,E-Class,2014,74000.0,Automatic,first,Diesel,1384999,6166.666666666667
Mercedes-Benz,E-Class,2022,25000.0,Automatic,first,Diesel,6500000,6250.0
Toyota,Glanza,2020,38000.0,Automatic,first,Petrol,574000,6333.333333333333
Maruti Suzuki,Alto,2011,55000.0,Manual,second,Petrol,115000,3666.6666666666665
Toyota,Innova Crysta,2024,6110.0,Manual,first,Diesel,2785000,3055.0
Toyota,Innova,2014,130000.0,Manual,first,Diesel,1360000,10833.333333333334
Toyota,Camry,2014,108000.0,Automatic,first,Petrol,1400000,9000.0
Honda,City,2018,58000.0,Manual,first,Petrol,574000,7250.0
Maruti Suzuki,Swift,2021,41000.0,Manual,first,Petrol,679000,8200.0
Tata,Nexon,2020,49000.0,Manual,first,Diesel,450000,8166.666666666667
Force,Motors FM Gurkha,2023,9900.0,Manual,first,Diesel,1550000,3300.0
Renault,KWID,2017,67000.0,Manual,second,Petrol,250000,7444.444444444444
Maruti Suzuki,Swift,2023,11000.0,Automatic,first,Petrol,725000,3666.6666666666665
Volkswagen,Polo,2020,35000.0,Automatic,first,Petrol,1170000,5833.333333333333
Honda,City,2017,28000.0,Automatic,first,Petrol,685000,3111.1111111111113
Maruti Suzuki,Celerio,2017,142000.0,Automatic,first,Petrol,345000,15777.777777777777
Mahindra,Jeep,1994,0.0,Manual,second,Diesel,275000,0.0
Hyundai,i20,2014,62000.0,Manual,first,Petrol,421000,5166.666666666667
Renault,KWID,2019,18000.0,Manual,first,Petrol,325000,2571.4285714285716
Maruti Suzuki,Swift Dzire,2015,72000.0,Manual,first,Diesel,450000,6545.454545454545
Hyundai,i20,2019,48000.0,Manual,first,Petrol,525000,6857.142857142857
Maruti Suzuki,Alto-K10,2017,65000.0,Automatic,first,Petrol,300000,7222.222222222223
Audi,Q5,2014,57000.0,Automatic,first,Diesel,1285000,4750.0
Maruti Suzuki,Ciaz,2019,73000.0,Automatic,second,Petrol,695000,10428.57142857143
Jaguar,XF,2014,78000.0,Automatic,first,Diesel,995000,6500.0
BMW,5 Series,2010,130000.0,Automatic,second,Petrol,280000,8125.0
Hyundai,i20,2012,74000.0,Manual,second,Petrol,250000,5285.714285714285
Porsche,718,2018,15000.0,Automatic,second,Petrol,8000000,1875.0
Maruti Suzuki,Alto-K10,2015,18000.0,Automatic,second,Petrol,350000,1636.3636363636363
Honda,City,2013,85000.0,Automatic,second,Petrol,400000,6538.461538461538
Maruti Suzuki,Celerio,2017,67000.0,Automatic,second,Petrol,450000,7444.444444444444
Maruti Suzuki,Alto-800,2023,9000.0,Manual,first,Petrol,490000,3000.0
Mahindra,Scorpio,2015,76000.0,Manual,second,Diesel,850000,6909.090909090909
Maruti Suzuki,Swift,2019,7000.0,Automatic,second,Petrol,650000,1000.0
Maruti Suzuki,Grand Vitara,2024,1600.0,Manual,first,Petrol,1350000,800.0
Hyundai,Elantra,2012,71000.0,Automatic,second,Petrol,445000,5071.428571428572
Honda,WRV,2017,50000.0,Manual,second,Diesel,725000,5555.555555555556
Maruti Suzuki,Swift,2018,42175.0,Automatic,first,Petrol,429000,5271.875
Toyota,Etios,2012,115000.0,Manual,second,Diesel,325000,8214.285714285714
Honda,Jazz,2016,46000.0,Automatic,second,Petrol,450000,4600.0
Fiat,Punto,2012,160000.0,Manual,first,Diesel,260000,11428.57142857143
Maruti Suzuki,Ciaz,2015,110000.0,Manual,second,Diesel,530000,10000.0
Ford,Endeavour,2021,23000.0,Automatic,second,Diesel,3150000,4600.0
Hyundai,i20,2012,79000.0,Manual,first,Diesel,220000,5642.857142857143
Hyundai,Creta,2016,72000.0,Automatic,first,Diesel,685000,7200.0
Toyota,Corolla Altis,2016,61000.0,Automatic,second,Petrol,845000,6100.0
Kia,Seltos,2023,27000.0,Automatic,first,Diesel,1775000,9000.0
Toyota,Innova,2015,98525.0,Manual,second,Diesel,695000,8956.818181818182
Maruti Suzuki,Alto-K10,2011,59000.0,Manual,first,Petrol,260000,3933.3333333333335
Volkswagen,Ameo,2017,99000.0,Manual,first,Diesel,649000,11000.0
Mitsubishi,Pajero Sport,2017,68000.0,Manual,second,Diesel,1195000,7555.555555555556
Skoda,Kushaq,2022,10000.0,Automatic,first,Petrol,1361000,2500.0
Toyota,Innova,2006,190000.0,Manual,second,Diesel,410000,9500.0
Hyundai,Eon,2013,80000.0,Manual,second,Petrol,195000,6153.846153846154
Tata,Manza,2013,100000.0,Manual,second,Diesel,150000,7692.307692307692
Maruti Suzuki,Wagon-R,2014,78000.0,Manual,second,Petrol,175000,6500.0
Ford,Figo,2013,46200.0,Manual,first,Petrol,159000,3553.846153846154
Maruti Suzuki,Swift-Dzire,2017,81000.0,Automatic,first,Diesel,650000,9000.0
Maruti Suzuki,Vitara-Brezza,2018,30000.0,Manual,first,Diesel,965000,3750.0
Maruti Suzuki,Swift Dzire,2019,100000.0,Manual,second,Diesel,750000,14285.714285714286
Mini,Cooper Convertible,2012,28000.0,Automatic,second,Petrol,1990000,2000.0
Mahindra,XUV500,2018,88000.0,Automatic,second,Diesel,890000,11000.0
Hyundai,Verna,2023,12700.0,Manual,first,Petrol,1575000,4233.333333333333
Mercedes-Benz,C-Class,2021,14000.0,Automatic,first,Diesel,5250000,2800.0
Hyundai,Verna,2012,123500.0,Manual,second,Petrol,285000,8821.42857142857
Toyota,Corolla Altis,2011,99000.0,Manual,second,Diesel,325000,6600.0
Honda,Amaze,2020,41000.0,Manual,second,Petrol,575000,6833.333333333333
Maruti Suzuki,Vitara-Brezza,2019,47000.0,Manual,first,Diesel,875000,6714.285714285715
Hyundai,Verna,2020,86000.0,Automatic,first,Diesel,899000,14333.333333333334
Mahindra,Scorpio Classic,2024,33000.0,Manual,first,Diesel,1850000,16500.0
BMW,X5,2021,74000.0,Automatic,first,Diesel,6650000,14800.0
Maruti Suzuki,Swift,2018,45000.0,Manual,second,Petrol,510000,5625.0
Tata,Hexa,2017,135000.0,Manual,second,Diesel,775000,15000.0
Mahindra,XUV500,2012,168000.0,Manual,second,Diesel,500000,12000.0
Mahindra,XUV500,2017,129124.0,Manual,first,Diesel,1095000,14347.111111111111
Maruti Suzuki,Swift-Dzire,2017,92000.0,Automatic,first,Diesel,645000,10222.222222222223
Hyundai,Creta,2020,42000.0,Manual,second,Diesel,1225000,7000.0
Maruti Suzuki,Baleno,2019,53000.0,Manual,second,Petrol,635000,7571.428571428572
Audi,A6,2015,89000.0,Automatic,first,Diesel,890000,8090.909090909091
Maruti Suzuki,Alto-800,2018,108000.0,Manual,first,Petrol,320000,13500.0
Volkswagen,Polo,2021,25000.0,Automatic,first,Petrol,1245000,5000.0
Audi,A4,2013,102000.0,Automatic,second,Diesel,1020000,7846.153846153846
Maruti Suzuki,Swift,2011,75000.0,Automatic,second,Petrol,350000,5000.0
Audi,A3,2016,99000.0,Automatic,second,Diesel,949000,9900.0
Renault,KWID,2019,18000.0,Manual,first,Petrol,324000,2571.4285714285716
Honda,CRV,2010,70343.0,Automatic,second,Petrol,650000,4396.4375
Mahindra,Scorpio,2017,90000.0,Automatic,second,Diesel,1100000,10000.0
Maruti Suzuki,Swift-Dzire,2019,146000.0,Manual,second,Diesel,690000,20857.14285714286
Renault,KWID,2018,37000.0,Automatic,second,Petrol,325000,4625.0
Honda,WRV,2018,103000.0,Manual,first,Diesel,780000,12875.0
Lexus,ES,2022,17000.0,Automatic,first,Petrol,5600000,4250.0
Tata,Indigo Ecs,2014,80000.0,Manual,second,Diesel,120000,6666.666666666667
Hyundai,Venue,2019,80000.0,Manual,second,Diesel,825000,11428.57142857143
Ford,Figo,2012,104000.0,Manual,second,Diesel,234000,7428.571428571428
Ford,Ecosport,2016,95000.0,Manual,first,Diesel,750000,9500.0
Ford,Endeavour,2020,83700.0,Automatic,first,Diesel,2951000,13950.0
Maruti Suzuki,Sx4,2014,106000.0,Manual,second,Petrol,275000,8833.333333333334
Audi,A3,2015,64000.0,Automatic,second,Diesel,850000,5818.181818181818
Mercedes-Benz,GL-Class,2014,77600.0,Automatic,second,Diesel,2799999,6466.666666666667
Maruti Suzuki,Alto,2011,78965.0,Manual,first,Petrol,135000,5264.333333333333
Tata,Tigor,2018,800000.0,Manual,second,Petrol,485000,100000.0
Toyota,Fortuner,2017,145000.0,Manual,second,Diesel,2800000,16111.111111111111
Hyundai,Elite i20,2017,30300.0,Manual,first,Petrol,550000,3366.6666666666665
Maruti Suzuki,Ertiga,2018,74000.0,Manual,first,Diesel,785000,9250.0
Toyota,Innova Crysta,2020,66000.0,Automatic,first,Diesel,1960000,11000.0
Maruti Suzuki,Baleno,2019,38032.0,Automatic,second,Petrol,690000,5433.142857142857
Honda,Jazz,2015,69000.0,Automatic,second,Petrol,500000,6272.727272727273
Mahindra,XUV500,2019,85000.0,Manual,first,Diesel,1050000,12142.857142857143
Tata,Manza,2010,78960.0,Manual,first,Petrol,95000,4935.0
BMW,X5,2017,92000.0,Automatic,second,Diesel,2999999,10222.222222222223
Maruti Suzuki,Wagon-R,2015,55049.0,Manual,first,Petrol,317000,5004.454545454545
Audi,A6,2018,35000.0,Automatic,first,Diesel,3350000,4375.0
Toyota,Etios,2012,,Manual,second,Diesel,330000,
BMW,X7,2020,32000.0,Automatic,first,Diesel,9800000,5333.333333333333
Audi,A4,2016,135000.0,Automatic,first,Diesel,1651000,13500.0
MG,Hector,2019,17000.0,Automatic,first,Petrol,1390000,2428.5714285714284
Honda,City,2017,69000.0,Manual,second,Petrol,610000,7666.666666666667
Mercedes-Benz,E-Class,2019,32000.0,Automatic,first,Diesel,4980000,4571.428571428572
Maruti Suzuki,Vitara-Brezza,2017,62000.0,Manual,first,Diesel,750000,6888.888888888889
Skoda,Octavia,2014,116000.0,Automatic,second,Petrol,740000,9666.666666666666
Ford,Ecosport,2015,55000.0,Automatic,second,Petrol,449000,5000.0
Toyota,Fortuner,2017,69000.0,Automatic,second,Diesel,2099000,7666.666666666667
Volkswagen,Vento,2016,110000.0,Automatic,second,Diesel,649999,11000.0
Honda,City,2014,75000.0,Automatic,first,Petrol,525000,6250.0
Honda,Amaze,2015,38000.0,Manual,first,Petrol,450000,3454.5454545454545
Mercedes-Benz,M-Class,2013,83000.0,Automatic,second,Diesel,1629000,6384.615384615385
Volkswagen,Polo,2019,68000.0,Manual,first,Petrol,575000,9714.285714285714
BMW,X5,2019,25000.0,Automatic,second,Diesel,3975000,3571.4285714285716
Maruti Suzuki,Ertiga,2019,15000.0,Automatic,second,Petrol,1055000,2142.8571428571427
Hyundai,i20,2023,11800.0,Automatic,second,Petrol,950000,3933.3333333333335
Maruti Suzuki,Wagon-R,2009,85000.0,Manual,second,Petrol,155000,5000.0
Mahindra,TUV,2016,87000.0,Automatic,first,Diesel,750000,8700.0
Land Rover,Range Rover Evoque,2012,89000.0,Manual,second,Diesel,1600000,6357.142857142857
Honda,Jazz,2012,70000.0,Manual,second,Petrol,265000,5000.0
Maruti Suzuki,Swift,2011,45000.0,Manual,second,Petrol,195000,3000.0
Maruti Suzuki,Wagon-R,2015,38482.0,Manual,first,Petrol,310000,3498.3636363636365
Hyundai,Creta,2016,68000.0,Automatic,second,Diesel,1050000,6800.0
Maruti Suzuki,Wagon R,2016,65000.0,Automatic,second,Petrol,460000,6500.0
Renault,Duster,2015,760045.0,Manual,first,Diesel,155000,69095.0
Volkswagen,VentoTest,2015,74000.0,Automatic,first,Diesel,545000,6727.272727272727
Maruti Suzuki,Ciaz,2016,83214.0,Manual,second,Diesel,390000,8321.4
Toyota,Innova Crysta,2017,158000.0,Manual,first,Diesel,1575000,17555.555555555555
Maruti Suzuki,S-Cross,2017,108000.0,Manual,first,Diesel,775000,12000.0
Maruti Suzuki,Alto-800,2015,91000.0,Manual,second,Petrol,205000,8272.727272727272
Maruti Suzuki,Wagon-R,2010,65000.0,Manual,first,Petrol,225000,4062.5
Toyota,Fortuner,2021,77000.0,Automatic,first,Diesel,3890000,15400.0
Maruti Suzuki,Swift,2016,80000.0,Manual,second,Diesel,545000,8000.0
Mercedes-Benz,E-Class,2014,87000.0,Automatic,second,Diesel,1545000,7250.0
Toyota,Innova Crysta,2018,87000.0,Manual,second,Diesel,2290000,10875.0
Maruti Suzuki,Gypsy,2005,10000.0,Automatic,second,Diesel,390000,476.1904761904762
Honda,City,2014,68700.0,Manual,second,Petrol,525000,5725.0
Toyota,Innova,2015,220000.0,Manual,second,Diesel,990000,20000.0
Hyundai,i10,2012,53000.0,Automatic,second,Petrol,285000,3785.714285714286
Volkswagen,Polo,2014,41500.0,Manual,second,Petrol,360000,3458.3333333333335
